instance,capacity,total_demand,num_clientes,heuristic,local_search,cost,num_routes,time,gap,best_known,status,msg
instancias/2l-cvrp-0/E033-05s.dat,8000,29370,33,cw,both,843.098,4,0.000807167,,,ok,
instancias/2l-cvrp-0/E033-05s.dat,8000,29370,33,ni,none,399.875,5,9.7334e-05,,,ok,
instancias/2l-cvrp-0/E033-05s.dat,8000,29370,33,ni,swap,388.885,5,0.000707417,,,ok,
instancias/2l-cvrp-0/E033-05s.dat,8000,29370,33,ni,relocate,375.191,5,0.00065725,,,ok,
instancias/2l-cvrp-0/E033-05s.dat,8000,29370,33,ni,both,364.201,5,0.00116996,,,ok,
instancias/2l-cvrp-0/E033-05s.dat,8000,29370,33,grasp,none,398.639,5,0.913021,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,cw,none,794.741,8,0.00223779,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,cw,swap,791.512,8,0.00752904,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,cw,relocate,793.222,8,0.00749333,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,cw,both,791.512,8,0.0138816,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,ni,none,1088.03,8,0.00034225,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,ni,swap,1057.78,8,0.00651642,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,ni,relocate,1074.25,8,0.00623796,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,ni,both,1040.09,8,0.0125664,,,ok,
instancias/2l-cvrp-0/E076-08s.dat,180,1364,76,grasp,none,771.267,8,14.5553,,,ok,
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,cw,none,1139.07,14,0.00446408,,,ok,
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,cw,swap,1139.07,14,0.0655699,,,ok,
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,cw,relocate,1139.07,14,0.0557082,,,ok,
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,cw,both,1139.07,14,0.125507,,,ok,
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,ni,none,1314.59,14,0.00115412,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,ni,swap,1279.39,14,0.0533301,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,ni,relocate,1277.26,14,0.0620183,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,ni,both,1258.21,14,0.109467,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14s.dat,112,1458,101,grasp,none,920.213,14,115.94,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,cw,none,43477.4,4,0.00065675,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,cw,swap,43335.4,4,0.00113933,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,cw,relocate,43477.4,4,0.00110679,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,cw,both,43335.4,4,0.00157721,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,ni,none,51398.1,4,0.000137667,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,ni,swap,48866.2,4,0.000710167,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,ni,relocate,50162.1,4,0.00064375,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,ni,both,47630.2,4,0.00120717,,,ok,
instancias/2l-cvrp-0/E048-04y.dat,15,47,48,grasp,none,45643.9,4,1.16701,,,ok,
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,cw,none,1385.67,16,0.0275616,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,cw,swap,1385.67,16,0.305377,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,cw,relocate,1385.67,16,0.29838,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,cw,both,1385.67,16,0.611608,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,ni,none,2591.23,16,0.00376413,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,ni,swap,2557.3,16,0.298004,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,ni,relocate,2559.46,16,0.297274,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,ni,both,2525.53,16,0.587691,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16b.dat,200,3186,200,grasp,none,0.0,0,3198.75,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,cw,none,1605.78,11,0.00391525,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,cw,swap,1605.78,11,0.0309889,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,cw,relocate,1605.78,11,0.0306979,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,cw,both,1605.78,11,0.0583822,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,ni,none,1239.92,11,0.00078875,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,ni,swap,1149.17,11,0.0292819,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,ni,relocate,1149.17,11,0.0289728,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,ni,both,1119.55,11,0.0555453,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101D11r.dat,1297,13592,101,grasp,none,1854.73,11,53.7441,,,ok,
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,cw,none,739.019,4,0.000545167,2.139201510349787,723.541,ok,
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,cw,swap,739.019,4,0.000938208,2.139201510349787,723.541,ok,
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,cw,relocate,739.019,4,0.00100075,2.139201510349787,723.541,ok,
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,cw,both,739.019,4,0.00166617,2.139201510349787,723.541,ok,
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,ni,none,661.715,4,0.000135958,-8.544920052906471,723.541,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,ni,swap,654.885,4,0.000568542,-9.488888673896856,723.541,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,ni,relocate,641.445,4,0.000556416,-11.346419898803246,723.541,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,ni,both,634.615,4,0.00100062,-12.29038851979363,723.541,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E045-04f.dat,2010,7220,45,grasp,none,817.696,4,1.04914,13.013084261983765,723.541,ok,
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,cw,none,1385.67,16,0.0305161,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,cw,swap,1385.67,16,0.303667,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,cw,relocate,1385.67,16,0.296142,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,cw,both,1385.67,16,0.56092,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,ni,none,2712.64,16,0.00372396,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,ni,swap,2664.98,16,0.304847,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,ni,relocate,2680.43,16,0.289395,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,ni,both,2634.62,16,0.577371,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E200-16c.dat,200,3186,200,grasp,none,0.0,0,559.753,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,cw,none,730.234,7,0.00180529,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,cw,swap,730.234,7,0.00587088,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,cw,relocate,730.234,7,0.00564292,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,cw,both,730.234,7,0.0112345,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,ni,none,1126.21,7,0.000347709,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,ni,swap,1084.34,7,0.00503192,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,ni,relocate,1064.18,7,0.00461571,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,ni,both,1053.08,7,0.00911596,,,ok,
instancias/2l-cvrp-0/E076-07s.dat,220,1364,76,grasp,none,782.893,7,8.65042,,,ok,
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,cw,none,1139.07,14,0.00472004,4.397628788878621,1091.088,ok,
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,cw,swap,1139.07,14,0.0662197,4.397628788878621,1091.088,ok,
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,cw,relocate,1139.07,14,0.063825,4.397628788878621,1091.088,ok,
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,cw,both,1139.07,14,0.114504,4.397628788878621,1091.088,ok,
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,ni,none,1314.59,14,0.00109063,20.484323904213042,1091.088,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,ni,swap,1279.39,14,0.0590966,17.258186324109523,1091.088,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,ni,relocate,1277.26,14,0.0577703,17.062968339858934,1091.088,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,ni,both,1258.21,14,0.120627,15.317004677899499,1091.088,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101-14u.dat,112,1458,101,grasp,none,943.661,14,108.365,-13.51192571085009,1091.088,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,cw,none,1395.74,17,0.0308345,6.435515210302684,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,cw,swap,1395.74,17,0.351901,6.435515210302684,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,cw,relocate,1395.74,17,0.359555,6.435515210302684,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,cw,both,1395.74,17,0.686687,6.435515210302684,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,ni,none,2734.53,17,0.00459275,108.52817101181381,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,ni,swap,2686.87,17,0.429778,104.89374292712536,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,ni,relocate,2702.32,17,0.336513,106.07191988701703,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,ni,both,2656.5,17,0.733198,102.5778054337979,1311.348,ok,
instancias/2l-cvrp-0/E200-17c.dat,200,3186,200,grasp,none,1453.31,17,668.214,10.825654212306725,1311.348,ok,
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,cw,none,249.381,3,9.7458e-05,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,cw,swap,249.381,3,0.000158125,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,cw,relocate,249.381,3,0.000159334,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,cw,both,249.381,3,0.000239542,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,ni,none,163.3,3,5.5416e-05,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,ni,swap,147.37,3,0.000136167,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,ni,relocate,153.847,3,0.000129834,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,ni,both,142.696,3,0.000198,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E016-03m.dat,90,258,16,grasp,none,186.815,3,0.17086,,,ok,
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,cw,none,907.392,10,0.00190667,8.364074974174637,837.355,ok,
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,cw,swap,901.653,10,0.0139553,7.678702581342441,837.355,ok,
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,cw,relocate,907.392,10,0.0141106,8.364074974174637,837.355,ok,
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,cw,both,901.653,10,0.0239033,7.678702581342441,837.355,ok,
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,ni,none,1037.53,10,0.000468334,23.905631422753785,837.355,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,ni,swap,994.805,10,0.0125581,18.803255489010027,837.355,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,ni,relocate,1009.22,10,0.012268,20.524747568235693,837.355,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,ni,both,977.481,10,0.0238045,16.734359978742585,837.355,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076-10e.dat,140,1364,76,grasp,none,1010.38,10,22.6968,20.663279015471332,837.355,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,cw,none,1395.74,17,0.0270824,8.075837530827878,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,cw,swap,1395.74,17,0.410159,8.075837530827878,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,cw,relocate,1395.74,17,0.369197,8.075837530827878,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,cw,both,1395.74,17,0.666406,8.075837530827878,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,ni,none,2703.84,17,0.00396075,109.36547820464676,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,ni,swap,2669.91,17,0.34596,106.73818861817577,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,ni,relocate,2672.87,17,0.448566,106.96738924228288,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,ni,both,2638.14,17,0.700438,104.27815354118836,1291.445,ok,
instancias/2l-cvrp-0/E200-17b.dat,200,3186,200,grasp,none,1422.41,17,886.869,10.14096612709021,1291.445,ok,
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,cw,none,1342.64,9,0.00187112,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,cw,swap,1342.64,9,0.0124637,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,cw,relocate,1342.64,9,0.0125589,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,cw,both,1342.64,9,0.0205165,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,ni,none,705.209,9,0.000438458,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,ni,swap,671.587,9,0.0110683,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,ni,relocate,690.065,9,0.0105685,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,ni,both,661.101,9,0.0193212,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076B09r.dat,1679,14906,76,grasp,none,0.0,0,18.1575,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,cw,none,172.033,4,0.00152171,-28.90405127844843,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,cw,swap,172.033,4,0.00262925,-28.90405127844843,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,cw,relocate,172.033,4,0.00257654,-28.90405127844843,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,cw,both,172.033,4,0.00291542,-28.90405127844843,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,ni,none,193.125,4,0.000213833,-20.18737627751857,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,ni,swap,191.254,4,0.00102721,-20.96060304248822,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,ni,relocate,186.306,4,0.000982333,-23.005459286779928,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,ni,both,184.435,4,0.00187475,-23.778686051749578,241.973,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E072-04f.dat,30000,114840,72,grasp,none,322.047,4,1.89403,33.092121848305396,241.973,ok,
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,cw,none,1071.07,7,0.00670733,2.7784841404259537,1042.115,ok,
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,cw,swap,1070.31,7,0.0156822,2.705555528900355,1042.115,ok,
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,cw,relocate,1068.14,7,0.0144712,2.4973251512549086,1042.115,ok,
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,cw,both,1068.14,7,0.0242866,2.4973251512549086,1042.115,ok,
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,ni,none,621.133,7,0.000646375,-40.396885180618256,1042.115,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,ni,swap,615.506,7,0.0111511,-40.93684478200583,1042.115,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,ni,relocate,618.528,7,0.0103625,-40.64685759249219,1042.115,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,ni,both,612.901,7,0.0202616,-41.18681719387976,1042.115,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E121-07c.dat,200,1375,121,grasp,none,994.891,7,19.3629,-4.531553619322248,1042.115,ok,
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,cw,none,706.607,11,0.000332875,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,cw,swap,706.607,11,0.00628904,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,cw,relocate,706.607,11,0.0058325,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,cw,both,706.607,11,0.0115695,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,ni,none,408.936,11,0.000233833,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,ni,swap,377.464,11,0.00598654,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,ni,relocate,389.567,11,0.00580221,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,ni,both,360.788,11,0.0115602,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E036-11h.dat,67,699,36,grasp,none,0.0,0,10.8983,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,cw,none,2890.4,14,0.014574,,,ok,
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,cw,swap,2887.85,14,0.0886555,,,ok,
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,cw,relocate,2887.63,14,0.0853852,,,ok,
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,cw,both,2885.08,14,0.161524,,,ok,
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,ni,none,1550.15,14,0.00185458,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,ni,swap,1461.86,14,0.0768782,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,ni,relocate,1454.48,14,0.0798371,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,ni,both,1411.36,14,0.159053,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E151B14r.dat,1918,25485,151,grasp,none,2492.23,14,146.242,,,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,cw,none,730.234,7,0.00175896,5.707841877001301,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,cw,swap,730.234,7,0.00578996,5.707841877001301,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,cw,relocate,730.234,7,0.00572883,5.707841877001301,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,cw,both,730.234,7,0.00934592,5.707841877001301,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,ni,none,1126.21,7,0.000288708,63.028876497530426,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,ni,swap,1084.34,7,0.00481167,56.96782300044585,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,ni,relocate,1064.18,7,0.004527,54.04948436893823,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,ni,both,1053.08,7,0.00940179,52.44266101528075,690.804,ok,
instancias/2l-cvrp-0/E076-07u.dat,220,1364,76,grasp,none,768.448,7,8.30884,11.23965697940371,690.804,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,cw,none,889.001,8,0.00367237,7.609521918909237,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,cw,swap,889.001,8,0.015044,7.609521918909237,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,cw,relocate,889.001,8,0.0134211,7.609521918909237,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,cw,both,889.001,8,0.0236259,7.609521918909237,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,ni,none,1354.21,8,0.000490958,63.920952482400004,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,ni,swap,1320.28,8,0.0113928,59.81388052330367,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,ni,relocate,1323.25,8,0.0113259,60.17338549585057,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,ni,both,1290.96,8,0.022085,56.26482806704951,826.136,ok,
instancias/2l-cvrp-0/E101-08e.dat,200,1458,101,grasp,none,1003.46,8,20.9084,21.464262542729053,826.136,ok,
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,cw,none,1936.52,11,0.00378258,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,cw,swap,1935.54,11,0.0315262,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,cw,relocate,1936.52,11,0.0313358,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,cw,both,1935.54,11,0.0560303,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,ni,none,1408.86,11,0.000800208,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,ni,swap,1381.63,11,0.0289103,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,ni,relocate,1341.98,11,0.0288329,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,ni,both,1341.98,11,0.0560807,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E101B11r.dat,1842,19503,101,grasp,none,0.0,0,55.1928,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,cw,none,327.856,4,0.000146375,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,cw,swap,327.856,4,0.000312792,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,cw,relocate,327.856,4,0.000323875,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,cw,both,327.856,4,0.000520834,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,ni,none,213.063,4,7.5166e-05,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,ni,swap,195.505,4,0.000254875,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,ni,relocate,193.431,4,0.0002555,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,ni,both,175.873,4,0.000461583,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E021-04m.dat,85,329,21,grasp,none,287.139,4,0.420851,,,ok,
instancias/2l-cvrp-0/E076A10r.dat,1445,13756,76,cw,none,1645.5,10,0.00184896,,,ok,
instancias/2l-cvrp-0/E076A10r.dat,1445,13756,76,cw,swap,1645.5,10,0.013542,,,ok,
instancias/2l-cvrp-0/E076A10r.dat,1445,13756,76,cw,relocate,1645.5,10,0.013443,,,ok,
instancias/2l-cvrp-0/E076A10r.dat,1445,13756,76,cw,both,1645.5,10,0.023831,,,ok,
instancias/2l-cvrp-0/E076A10r.dat,1445,13756,76,ni,none,1047.99,10,0.000478541,,,infeasible,Solution infeasible or not all clients visited
instancias/2l-cvrp-0/E076A10r.dat,1445,13756,76,ni,swap,1006.42,10,0.012038,,,infeasible,Solution infeasible or not all clients visited
